total_visits,time_per_visit,lead_origin,lead_source,do_not_email,do_not_call,converted,country,specialization,how_did_you_hear_about_x_education,what_is_your_current_occupation,what_matters_most_to_you_in_choosing_a_course,tags,city,a_free_copy_of_mastering_the_interview,no_contact_allowed,lead_source_channel,is_from_india,total_visits_binned,total_time_spent_on_website_binned,page_views_per_visit_binned
3.0,374.3333333333333,Landing Page Submission,Direct Traffic,0,0,1,India,Operations Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
5.0,88.6,Landing Page Submission,Google,0,0,1,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,0,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
3.0,10.666666666666666,Landing Page Submission,Google,0,0,0,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,Medium_Visits,Low_Engagement,High_Page_Views
3.0,598.6666666666666,Lead Add Form,Reference,0,0,1,Unknown_Country,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,0,Medium_Visits,Very_High_Engagement,Medium_Page_Views
1.0,335.0,Landing Page Submission,Direct Traffic,0,0,0,India,Supply Chain Management,,Unemployed,Better Career Prospects,Already a student,Mumbai,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
2.0,238.0,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Already a student,Unknown_City,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
2.0,20.0,Landing Page Submission,Direct Traffic,0,0,0,Other_Country,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,switched off,Mumbai,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
3.0,287.0,Landing Page Submission,Direct Traffic,0,0,1,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,0,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
2.0,153.0,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Interested in other courses,Unknown_City,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
4.0,94.0,Landing Page Submission,Direct Traffic,0,0,0,India,Supply Chain Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,1,0,Other_Source,1,High_Visits,High_Engagement,High_Page_Views
4.0,89.75,Landing Page Submission,Direct Traffic,0,0,0,India,IT Projects Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,High_Visits,Medium_Engagement,Low_Page_Views
6.0,46.666666666666664,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,High_Page_Views
4.0,24.5,Landing Page Submission,Direct Traffic,0,0,1,India,Marketing Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1,0,Other_Source,1,High_Visits,Low_Engagement,Low_Page_Views
5.0,41.6,Landing Page Submission,Google,0,0,0,India,Supply Chain Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,High_Visits,Medium_Engagement,Very_High_Page_Views
3.0,66.66666666666667,Landing Page Submission,Direct Traffic,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,Already a student,Mumbai,1,0,Other_Source,1,Medium_Visits,Medium_Engagement,Low_Page_Views
6.0,52.833333333333336,Landing Page Submission,Google,0,0,1,India,Business Administration,Email,Working Professional,Better Career Prospects,Lost to EINS,Other Cities,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Low_Page_Views
9.5,2.736842105263158,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,1,Very_High_Visits,Low_Engagement,Low_Page_Views
4.0,48.75,Landing Page Submission,Direct Traffic,0,0,1,India,Business Administration,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
3.0,90.0,API,Google,0,0,1,India,Healthcare Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,Medium_Visits,Medium_Engagement,Low_Page_Views
3.0,115.33333333333333,Landing Page Submission,Google,0,0,1,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,0,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
2.0,15.5,Landing Page Submission,Direct Traffic,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,,Mumbai,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
2.0,42.0,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,opp hangup,Mumbai,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
5.0,51.2,Landing Page Submission,Direct Traffic,0,0,1,Other_Country,Operations Management,Online Search,Working Professional,Better Career Prospects,Lost to EINS,Other Cities,0,0,Other_Source,0,High_Visits,Medium_Engagement,Very_High_Page_Views
3.0,72.66666666666667,Landing Page Submission,Direct Traffic,0,0,0,India,Travel and Tourism,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
2.0,179.5,Landing Page Submission,Direct Traffic,0,0,0,India,Business Administration,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
5.0,35.4,Landing Page Submission,Google,0,0,0,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0,0,Other_Source,1,High_Visits,Medium_Engagement,Very_High_Page_Views
3.0,50.333333333333336,Landing Page Submission,Google,0,0,0,India,Finance Management,Social Media,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
2.0,569.0,API,Direct Traffic,0,0,1,India,Marketing Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
3.0,180.0,Landing Page Submission,Organic Search,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Medium_Visits,High_Engagement,Low_Page_Views
7.0,22.571428571428573,Landing Page Submission,Organic Search,0,0,1,India,Operations Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Medium_Page_Views
0.0,0.0,API,Olark Chat,0,0,0,Unknown_Country,International Business,,Unemployed,Better Career Prospects,Interested in other courses,Unknown_City,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
3.0,15.0,API,Google,0,0,0,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,Medium_Visits,Low_Engagement,High_Page_Views
2.0,647.0,Landing Page Submission,Direct Traffic,0,0,0,India,Media and Advertising,,Unemployed,Better Career Prospects,Already a student,Mumbai,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
4.0,25.5,Landing Page Submission,Google,0,0,0,India,International Business,Online Search,Unemployed,Better Career Prospects,,Mumbai,0,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
3.0,392.0,API,Olark Chat,0,0,0,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,0,Medium_Visits,Very_High_Engagement,Low_Page_Views
9.5,0.7368421052631579,Landing Page Submission,Organic Search,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,1,0,Other_Source,1,Very_High_Visits,Low_Engagement,High_Page_Views
3.0,65.66666666666667,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Graduation in progress,Unknown_City,0,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
3.0,452.6666666666667,API,Organic Search,0,0,1,India,Travel and Tourism,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
2.0,91.5,Landing Page Submission,Direct Traffic,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,Already a student,Mumbai,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
6.0,22.0,Landing Page Submission,Google,0,0,0,India,Other_Specialization,Online Search,Unemployed,Better Career Prospects,Ringing,Other Cities,0,0,Other_Source,1,Very_High_Visits,Low_Engagement,Very_High_Page_Views
2.0,114.0,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Already a student,Other Cities of Maharashtra,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
2.0,136.0,Landing Page Submission,Google,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Graduation in progress,Mumbai,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
3.0,45.0,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,Medium_Visits,Low_Engagement,High_Page_Views
9.0,100.11111111111111,Landing Page Submission,Organic Search,0,0,0,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Ringing,Other Metro Cities,1,0,Other_Source,1,Very_High_Visits,High_Engagement,Very_High_Page_Views
7.0,28.857142857142858,Landing Page Submission,Direct Traffic,0,0,0,India,IT Projects Management,Student of SomeSchool,Unemployed,Better Career Prospects,Already a student,Mumbai,0,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Very_High_Page_Views
1.0,91.0,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Interested in other courses,Unknown_City,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
5.0,59.2,Landing Page Submission,Organic Search,0,0,0,India,Media and Advertising,,Unemployed,Better Career Prospects,switched off,Other Cities of Maharashtra,0,0,Other_Source,1,High_Visits,Medium_Engagement,Very_High_Page_Views
7.0,156.85714285714286,Landing Page Submission,Google,0,0,0,India,Business Administration,Other,Unemployed,Better Career Prospects,switched off,Mumbai,0,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Medium_Page_Views
3.0,510.6666666666667,Landing Page Submission,Direct Traffic,0,0,1,India,Human Resource Management,Social Media,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
5.0,67.2,Landing Page Submission,Google,0,0,0,India,Supply Chain Management,,Unemployed,Better Career Prospects,Interested in other courses,Thane & Outskirts,1,0,Other_Source,1,High_Visits,Medium_Engagement,Very_High_Page_Views
3.0,487.6666666666667,Lead Add Form,Other,0,0,1,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Closed by Horizzon,Unknown_City,0,0,Other_Source,0,Medium_Visits,Very_High_Engagement,Medium_Page_Views
6.0,56.666666666666664,Landing Page Submission,Organic Search,0,0,1,India,Human Resource Management,,Other,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Very_High_Page_Views
3.0,360.0,Landing Page Submission,Organic Search,0,0,1,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Medium_Visits,High_Engagement,Low_Page_Views
4.0,77.5,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
3.0,430.6666666666667,Landing Page Submission,Direct Traffic,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,,Other Cities of Maharashtra,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
2.0,553.0,Landing Page Submission,Organic Search,0,0,1,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
1.0,36.0,Landing Page Submission,Direct Traffic,0,0,0,Unknown_Country,Other_Specialization,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
2.0,95.0,Landing Page Submission,Direct Traffic,0,0,0,India,Supply Chain Management,,Unemployed,Better Career Prospects,Already a student,Mumbai,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
3.0,45.0,Landing Page Submission,Direct Traffic,0,0,1,India,Operations Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1,0,Other_Source,1,Medium_Visits,Low_Engagement,Low_Page_Views
2.0,723.0,API,Olark Chat,0,0,1,Unknown_Country,Marketing Management,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0,0,Other_Source,0,Low_Visits,Very_High_Engagement,Low_Page_Views
1.0,60.0,Landing Page Submission,Direct Traffic,0,0,0,India,IT Projects Management,,Student,Better Career Prospects,Already a student,Mumbai,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
5.0,33.8,Landing Page Submission,Direct Traffic,0,0,0,India,Healthcare Management,Student of SomeSchool,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,High_Visits,Medium_Engagement,Medium_Page_Views
5.0,338.8,Landing Page Submission,Direct Traffic,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,1,0,Other_Source,1,High_Visits,Very_High_Engagement,Low_Page_Views
9.5,25.57894736842105,Landing Page Submission,Direct Traffic,0,0,0,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,High_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Human Resource Management,,Student,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
4.0,8.0,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Ringing,Other Metro Cities,1,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
4.0,30.0,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,switched off,Unknown_City,0,0,Other_Source,1,High_Visits,Low_Engagement,Low_Page_Views
7.0,8.571428571428571,API,Direct Traffic,0,0,0,Other_Country,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,0,Very_High_Visits,Low_Engagement,Very_High_Page_Views
3.0,440.3333333333333,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,opp hangup,Other Metro Cities,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Other_Specialization,,Student,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
5.0,309.6,API,Google,0,0,0,India,Not_Specified,,Student,Better Career Prospects,Already a student,Unknown_City,0,0,Other_Source,1,High_Visits,Very_High_Engagement,Low_Page_Views
5.0,358.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,0,High_Visits,Very_High_Engagement,Low_Page_Views
2.0,157.0,Landing Page Submission,Direct Traffic,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,Already a student,Mumbai,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
3.0,5.333333333333333,Landing Page Submission,Organic Search,0,0,1,India,Human Resource Management,,Housewife,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Medium_Visits,Low_Engagement,Low_Page_Views
8.0,203.875,Landing Page Submission,Direct Traffic,0,0,1,India,Media and Advertising,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,High_Page_Views
2.0,725.0,Landing Page Submission,Direct Traffic,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,Already a student,Mumbai,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
2.0,432.5,API,Google,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
5.0,33.2,Landing Page Submission,Direct Traffic,0,0,0,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,High_Visits,Medium_Engagement,Very_High_Page_Views
4.0,6.75,Landing Page Submission,Google,0,0,0,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
4.0,84.75,Landing Page Submission,Direct Traffic,0,0,0,India,Business Administration,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
4.0,28.25,Landing Page Submission,Google,0,0,0,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
